student_key,student_slu_id,first_name,last_name,gender,date_of_birth,email,phone,country_of_origin,visa_status,work_authorization_flag,program_code,program_name,admission_year,admission_term,graduation_term,graduation_year,gpa,linkedin_url,current_city
751,SLU00751,First751,Last751,Female,1984-04-03,student751@slu.edu,+1-314-555-0751,USA,GreenCard,1,ST,MS Statistics,2021,Spring,Spring,2021,3.97,https://linkedin.com/in/student751,Chicago
752,SLU00752,First752,Last752,Female,1984-04-02,student752@slu.edu,+1-314-555-0752,China,Citizen,0,CS,MS Computer Science,2022,Summer,Summer,2022,3.98,https://linkedin.com/in/student752,Dallas
753,SLU00753,First753,Last753,Female,1984-04-01,student753@slu.edu,+1-314-555-0753,Nigeria,F1,1,IS,MS Information Systems,2023,Fall,Fall,2023,3.99,https://linkedin.com/in/student753,New York
754,SLU00754,First754,Last754,Female,1984-03-31,student754@slu.edu,+1-314-555-0754,Brazil,GreenCard,0,AI,MS Artificial Intelligence,2024,Spring,Spring,2024,4.00,https://linkedin.com/in/student754,Seattle
755,SLU00755,First755,Last755,Female,1984-03-30,student755@slu.edu,+1-314-555-0755,Vietnam,Citizen,1,ML,MS Machine Learning,2025,Summer,Summer,2025,2.50,https://linkedin.com/in/student755,Austin
756,SLU00756,First756,Last756,Female,1984-03-29,student756@slu.edu,+1-314-555-0756,Iran,F1,0,CYS,MS Cyber Security,2020,Fall,Fall,2020,2.51,https://linkedin.com/in/student756,Atlanta
757,SLU00757,First757,Last757,Female,1984-03-28,student757@slu.edu,+1-314-555-0757,Turkey,GreenCard,1,BA,MS Business Analytics,2021,Spring,Spring,2021,2.52,https://linkedin.com/in/student757,San Jose
758,SLU00758,First758,Last758,Female,1984-03-27,student758@slu.edu,+1-314-555-0758,Kenya,Citizen,0,DA,MS Data Analytics,2022,Summer,Summer,2022,2.53,https://linkedin.com/in/student758,Boston
759,SLU00759,First759,Last759,Female,1984-03-26,student759@slu.edu,+1-314-555-0759,Mexico,F1,1,ST,MS Statistics,2023,Fall,Fall,2023,2.54,https://linkedin.com/in/student759,Phoenix
760,SLU00760,First760,Last760,Female,1984-03-25,student760@slu.edu,+1-314-555-0760,India,GreenCard,0,CS,MS Computer Science,2024,Spring,Spring,2024,2.55,https://linkedin.com/in/student760,St. Louis
761,SLU00761,First761,Last761,Female,1984-03-24,student761@slu.edu,+1-314-555-0761,USA,Citizen,1,IS,MS Information Systems,2025,Summer,Summer,2025,2.56,https://linkedin.com/in/student761,Chicago
762,SLU00762,First762,Last762,Female,1984-03-23,student762@slu.edu,+1-314-555-0762,China,F1,0,AI,MS Artificial Intelligence,2020,Fall,Fall,2020,2.57,https://linkedin.com/in/student762,Dallas
763,SLU00763,First763,Last763,Female,1984-03-22,student763@slu.edu,+1-314-555-0763,Nigeria,GreenCard,1,ML,MS Machine Learning,2021,Spring,Spring,2021,2.58,https://linkedin.com/in/student763,New York
764,SLU00764,First764,Last764,Female,1984-03-21,student764@slu.edu,+1-314-555-0764,Brazil,Citizen,0,CYS,MS Cyber Security,2022,Summer,Summer,2022,2.59,https://linkedin.com/in/student764,Seattle
765,SLU00765,First765,Last765,Female,1984-03-20,student765@slu.edu,+1-314-555-0765,Vietnam,F1,1,BA,MS Business Analytics,2023,Fall,Fall,2023,2.60,https://linkedin.com/in/student765,Austin
766,SLU00766,First766,Last766,Female,1984-03-19,student766@slu.edu,+1-314-555-0766,Iran,GreenCard,0,DA,MS Data Analytics,2024,Spring,Spring,2024,2.61,https://linkedin.com/in/student766,Atlanta
767,SLU00767,First767,Last767,Female,1984-03-18,student767@slu.edu,+1-314-555-0767,Turkey,Citizen,1,ST,MS Statistics,2025,Summer,Summer,2025,2.62,https://linkedin.com/in/student767,San Jose
768,SLU00768,First768,Last768,Female,1984-03-17,student768@slu.edu,+1-314-555-0768,Kenya,F1,0,CS,MS Computer Science,2020,Fall,Fall,2020,2.63,https://linkedin.com/in/student768,Boston
769,SLU00769,First769,Last769,Female,1984-03-16,student769@slu.edu,+1-314-555-0769,Mexico,GreenCard,1,IS,MS Information Systems,2021,Spring,Spring,2021,2.64,https://linkedin.com/in/student769,Phoenix
770,SLU00770,First770,Last770,Female,1984-03-15,student770@slu.edu,+1-314-555-0770,India,Citizen,0,AI,MS Artificial Intelligence,2022,Summer,Summer,2022,2.65,https://linkedin.com/in/student770,St. Louis
771,SLU00771,First771,Last771,Female,1984-03-14,student771@slu.edu,+1-314-555-0771,USA,F1,1,ML,MS Machine Learning,2023,Fall,Fall,2023,2.66,https://linkedin.com/in/student771,Chicago
772,SLU00772,First772,Last772,Female,1984-03-13,student772@slu.edu,+1-314-555-0772,China,GreenCard,0,CYS,MS Cyber Security,2024,Spring,Spring,2024,2.67,https://linkedin.com/in/student772,Dallas
773,SLU00773,First773,Last773,Female,1984-03-12,student773@slu.edu,+1-314-555-0773,Nigeria,Citizen,1,BA,MS Business Analytics,2025,Summer,Summer,2025,2.68,https://linkedin.com/in/student773,New York
774,SLU00774,First774,Last774,Female,1984-03-11,student774@slu.edu,+1-314-555-0774,Brazil,F1,0,DA,MS Data Analytics,2020,Fall,Fall,2020,2.69,https://linkedin.com/in/student774,Seattle
775,SLU00775,First775,Last775,Female,1984-03-10,student775@slu.edu,+1-314-555-0775,Vietnam,GreenCard,1,ST,MS Statistics,2021,Spring,Spring,2021,2.70,https://linkedin.com/in/student775,Austin
776,SLU00776,First776,Last776,Female,1984-03-09,student776@slu.edu,+1-314-555-0776,Iran,Citizen,0,CS,MS Computer Science,2022,Summer,Summer,2022,2.71,https://linkedin.com/in/student776,Atlanta
777,SLU00777,First777,Last777,Female,1984-03-08,student777@slu.edu,+1-314-555-0777,Turkey,F1,1,IS,MS Information Systems,2023,Fall,Fall,2023,2.72,https://linkedin.com/in/student777,San Jose
778,SLU00778,First778,Last778,Female,1984-03-07,student778@slu.edu,+1-314-555-0778,Kenya,GreenCard,0,AI,MS Artificial Intelligence,2024,Spring,Spring,2024,2.73,https://linkedin.com/in/student778,Boston
779,SLU00779,First779,Last779,Female,1984-03-06,student779@slu.edu,+1-314-555-0779,Mexico,Citizen,1,ML,MS Machine Learning,2025,Summer,Summer,2025,2.74,https://linkedin.com/in/student779,Phoenix
780,SLU00780,First780,Last780,Female,1984-03-05,student780@slu.edu,+1-314-555-0780,India,F1,0,CYS,MS Cyber Security,2020,Fall,Fall,2020,2.75,https://linkedin.com/in/student780,St. Louis
781,SLU00781,First781,Last781,Female,1984-03-04,student781@slu.edu,+1-314-555-0781,USA,GreenCard,1,BA,MS Business Analytics,2021,Spring,Spring,2021,2.76,https://linkedin.com/in/student781,Chicago
782,SLU00782,First782,Last782,Female,1984-03-03,student782@slu.edu,+1-314-555-0782,China,Citizen,0,DA,MS Data Analytics,2022,Summer,Summer,2022,2.77,https://linkedin.com/in/student782,Dallas
783,SLU00783,First783,Last783,Female,1984-03-02,student783@slu.edu,+1-314-555-0783,Nigeria,F1,1,ST,MS Statistics,2023,Fall,Fall,2023,2.78,https://linkedin.com/in/student783,New York
784,SLU00784,First784,Last784,Female,1984-03-01,student784@slu.edu,+1-314-555-0784,Brazil,GreenCard,0,CS,MS Computer Science,2024,Spring,Spring,2024,2.79,https://linkedin.com/in/student784,Seattle
785,SLU00785,First785,Last785,Female,1984-02-29,student785@slu.edu,+1-314-555-0785,Vietnam,Citizen,1,IS,MS Information Systems,2025,Summer,Summer,2025,2.80,https://linkedin.com/in/student785,Austin
786,SLU00786,First786,Last786,Female,1984-02-28,student786@slu.edu,+1-314-555-0786,Iran,F1,0,AI,MS Artificial Intelligence,2020,Fall,Fall,2020,2.81,https://linkedin.com/in/student786,Atlanta
787,SLU00787,First787,Last787,Female,1984-02-27,student787@slu.edu,+1-314-555-0787,Turkey,GreenCard,1,ML,MS Machine Learning,2021,Spring,Spring,2021,2.82,https://linkedin.com/in/student787,San Jose
788,SLU00788,First788,Last788,Female,1984-02-26,student788@slu.edu,+1-314-555-0788,Kenya,Citizen,0,CYS,MS Cyber Security,2022,Summer,Summer,2022,2.83,https://linkedin.com/in/student788,Boston
789,SLU00789,First789,Last789,Female,1984-02-25,student789@slu.edu,+1-314-555-0789,Mexico,F1,1,BA,MS Business Analytics,2023,Fall,Fall,2023,2.84,https://linkedin.com/in/student789,Phoenix
790,SLU00790,First790,Last790,Female,1984-02-24,student790@slu.edu,+1-314-555-0790,India,GreenCard,0,DA,MS Data Analytics,2024,Spring,Spring,2024,2.85,https://linkedin.com/in/student790,St. Louis
791,SLU00791,First791,Last791,Female,1984-02-23,student791@slu.edu,+1-314-555-0791,USA,Citizen,1,ST,MS Statistics,2025,Summer,Summer,2025,2.86,https://linkedin.com/in/student791,Chicago
792,SLU00792,First792,Last792,Female,1984-02-22,student792@slu.edu,+1-314-555-0792,China,F1,0,CS,MS Computer Science,2020,Fall,Fall,2020,2.87,https://linkedin.com/in/student792,Dallas
793,SLU00793,First793,Last793,Female,1984-02-21,student793@slu.edu,+1-314-555-0793,Nigeria,GreenCard,1,IS,MS Information Systems,2021,Spring,Spring,2021,2.88,https://linkedin.com/in/student793,New York
794,SLU00794,First794,Last794,Female,1984-02-20,student794@slu.edu,+1-314-555-0794,Brazil,Citizen,0,AI,MS Artificial Intelligence,2022,Summer,Summer,2022,2.89,https://linkedin.com/in/student794,Seattle
795,SLU00795,First795,Last795,Female,1984-02-19,student795@slu.edu,+1-314-555-0795,Vietnam,F1,1,ML,MS Machine Learning,2023,Fall,Fall,2023,2.90,https://linkedin.com/in/student795,Austin
796,SLU00796,First796,Last796,Female,1984-02-18,student796@slu.edu,+1-314-555-0796,Iran,GreenCard,0,CYS,MS Cyber Security,2024,Spring,Spring,2024,2.91,https://linkedin.com/in/student796,Atlanta
797,SLU00797,First797,Last797,Female,1984-02-17,student797@slu.edu,+1-314-555-0797,Turkey,Citizen,1,BA,MS Business Analytics,2025,Summer,Summer,2025,2.92,https://linkedin.com/in/student797,San Jose
798,SLU00798,First798,Last798,Female,1984-02-16,student798@slu.edu,+1-314-555-0798,Kenya,F1,0,DA,MS Data Analytics,2020,Fall,Fall,2020,2.93,https://linkedin.com/in/student798,Boston
799,SLU00799,First799,Last799,Female,1984-02-15,student799@slu.edu,+1-314-555-0799,Mexico,GreenCard,1,ST,MS Statistics,2021,Spring,Spring,2021,2.94,https://linkedin.com/in/student799,Phoenix
800,SLU00800,First800,Last800,Female,1984-02-14,student800@slu.edu,+1-314-555-0800,India,Citizen,0,CS,MS Computer Science,2022,Summer,Summer,2022,2.95,https://linkedin.com/in/student800,St. Louis
801,SLU00801,First801,Last801,Female,1984-02-13,student801@slu.edu,+1-314-555-0801,USA,F1,1,IS,MS Information Systems,2023,Fall,Fall,2023,2.96,https://linkedin.com/in/student801,Chicago
802,SLU00802,First802,Last802,Female,1984-02-12,student802@slu.edu,+1-314-555-0802,China,GreenCard,0,AI,MS Artificial Intelligence,2024,Spring,Spring,2024,2.97,https://linkedin.com/in/student802,Dallas
803,SLU00803,First803,Last803,Female,1984-02-11,student803@slu.edu,+1-314-555-0803,Nigeria,Citizen,1,ML,MS Machine Learning,2025,Summer,Summer,2025,2.98,https://linkedin.com/in/student803,New York
804,SLU00804,First804,Last804,Female,1984-02-10,student804@slu.edu,+1-314-555-0804,Brazil,F1,0,CYS,MS Cyber Security,2020,Fall,Fall,2020,2.99,https://linkedin.com/in/student804,Seattle
805,SLU00805,First805,Last805,Female,1984-02-09,student805@slu.edu,+1-314-555-0805,Vietnam,GreenCard,1,BA,MS Business Analytics,2021,Spring,Spring,2021,3.00,https://linkedin.com/in/student805,Austin
806,SLU00806,First806,Last806,Female,1984-02-08,student806@slu.edu,+1-314-555-0806,Iran,Citizen,0,DA,MS Data Analytics,2022,Summer,Summer,2022,3.01,https://linkedin.com/in/student806,Atlanta
807,SLU00807,First807,Last807,Female,1984-02-07,student807@slu.edu,+1-314-555-0807,Turkey,F1,1,ST,MS Statistics,2023,Fall,Fall,2023,3.02,https://linkedin.com/in/student807,San Jose
808,SLU00808,First808,Last808,Female,1984-02-06,student808@slu.edu,+1-314-555-0808,Kenya,GreenCard,0,CS,MS Computer Science,2024,Spring,Spring,2024,3.03,https://linkedin.com/in/student808,Boston
809,SLU00809,First809,Last809,Female,1984-02-05,student809@slu.edu,+1-314-555-0809,Mexico,Citizen,1,IS,MS Information Systems,2025,Summer,Summer,2025,3.04,https://linkedin.com/in/student809,Phoenix
810,SLU00810,First810,Last810,Female,1984-02-04,student810@slu.edu,+1-314-555-0810,India,F1,0,AI,MS Artificial Intelligence,2020,Fall,Fall,2020,3.05,https://linkedin.com/in/student810,St. Louis
811,SLU00811,First811,Last811,Female,1984-02-03,student811@slu.edu,+1-314-555-0811,USA,GreenCard,1,ML,MS Machine Learning,2021,Spring,Spring,2021,3.06,https://linkedin.com/in/student811,Chicago
812,SLU00812,First812,Last812,Female,1984-02-02,student812@slu.edu,+1-314-555-0812,China,Citizen,0,CYS,MS Cyber Security,2022,Summer,Summer,2022,3.07,https://linkedin.com/in/student812,Dallas
813,SLU00813,First813,Last813,Female,1984-02-01,student813@slu.edu,+1-314-555-0813,Nigeria,F1,1,BA,MS Business Analytics,2023,Fall,Fall,2023,3.08,https://linkedin.com/in/student813,New York
814,SLU00814,First814,Last814,Female,1984-01-31,student814@slu.edu,+1-314-555-0814,Brazil,GreenCard,0,DA,MS Data Analytics,2024,Spring,Spring,2024,3.09,https://linkedin.com/in/student814,Seattle
815,SLU00815,First815,Last815,Female,1984-01-30,student815@slu.edu,+1-314-555-0815,Vietnam,Citizen,1,ST,MS Statistics,2025,Summer,Summer,2025,3.10,https://linkedin.com/in/student815,Austin
816,SLU00816,First816,Last816,Female,1984-01-29,student816@slu.edu,+1-314-555-0816,Iran,F1,0,CS,MS Computer Science,2020,Fall,Fall,2020,3.11,https://linkedin.com/in/student816,Atlanta
817,SLU00817,First817,Last817,Female,1984-01-28,student817@slu.edu,+1-314-555-0817,Turkey,GreenCard,1,IS,MS Information Systems,2021,Spring,Spring,2021,3.12,https://linkedin.com/in/student817,San Jose
818,SLU00818,First818,Last818,Female,1984-01-27,student818@slu.edu,+1-314-555-0818,Kenya,Citizen,0,AI,MS Artificial Intelligence,2022,Summer,Summer,2022,3.13,https://linkedin.com/in/student818,Boston
819,SLU00819,First819,Last819,Female,1984-01-26,student819@slu.edu,+1-314-555-0819,Mexico,F1,1,ML,MS Machine Learning,2023,Fall,Fall,2023,3.14,https://linkedin.com/in/student819,Phoenix
820,SLU00820,First820,Last820,Female,1984-01-25,student820@slu.edu,+1-314-555-0820,India,GreenCard,0,CYS,MS Cyber Security,2024,Spring,Spring,2024,3.15,https://linkedin.com/in/student820,St. Louis
821,SLU00821,First821,Last821,Female,1984-01-24,student821@slu.edu,+1-314-555-0821,USA,Citizen,1,BA,MS Business Analytics,2025,Summer,Summer,2025,3.16,https://linkedin.com/in/student821,Chicago
822,SLU00822,First822,Last822,Female,1984-01-23,student822@slu.edu,+1-314-555-0822,China,F1,0,DA,MS Data Analytics,2020,Fall,Fall,2020,3.17,https://linkedin.com/in/student822,Dallas
823,SLU00823,First823,Last823,Female,1984-01-22,student823@slu.edu,+1-314-555-0823,Nigeria,GreenCard,1,ST,MS Statistics,2021,Spring,Spring,2021,3.18,https://linkedin.com/in/student823,New York
824,SLU00824,First824,Last824,Female,1984-01-21,student824@slu.edu,+1-314-555-0824,Brazil,Citizen,0,CS,MS Computer Science,2022,Summer,Summer,2022,3.19,https://linkedin.com/in/student824,Seattle
825,SLU00825,First825,Last825,Female,1984-01-20,student825@slu.edu,+1-314-555-0825,Vietnam,F1,1,IS,MS Information Systems,2023,Fall,Fall,2023,3.20,https://linkedin.com/in/student825,Austin
826,SLU00826,First826,Last826,Female,1984-01-19,student826@slu.edu,+1-314-555-0826,Iran,GreenCard,0,AI,MS Artificial Intelligence,2024,Spring,Spring,2024,3.21,https://linkedin.com/in/student826,Atlanta
827,SLU00827,First827,Last827,Female,1984-01-18,student827@slu.edu,+1-314-555-0827,Turkey,Citizen,1,ML,MS Machine Learning,2025,Summer,Summer,2025,3.22,https://linkedin.com/in/student827,San Jose
828,SLU00828,First828,Last828,Female,1984-01-17,student828@slu.edu,+1-314-555-0828,Kenya,F1,0,CYS,MS Cyber Security,2020,Fall,Fall,2020,3.23,https://linkedin.com/in/student828,Boston
829,SLU00829,First829,Last829,Female,1984-01-16,student829@slu.edu,+1-314-555-0829,Mexico,GreenCard,1,BA,MS Business Analytics,2021,Spring,Spring,2021,3.24,https://linkedin.com/in/student829,Phoenix
830,SLU00830,First830,Last830,Female,1984-01-15,student830@slu.edu,+1-314-555-0830,India,Citizen,0,DA,MS Data Analytics,2022,Summer,Summer,2022,3.25,https://linkedin.com/in/student830,St. Louis
831,SLU00831,First831,Last831,Female,1984-01-14,student831@slu.edu,+1-314-555-0831,USA,F1,1,ST,MS Statistics,2023,Fall,Fall,2023,3.26,https://linkedin.com/in/student831,Chicago
832,SLU00832,First832,Last832,Female,1984-01-13,student832@slu.edu,+1-314-555-0832,China,GreenCard,0,CS,MS Computer Science,2024,Spring,Spring,2024,3.27,https://linkedin.com/in/student832,Dallas
833,SLU00833,First833,Last833,Female,1984-01-12,student833@slu.edu,+1-314-555-0833,Nigeria,Citizen,1,IS,MS Information Systems,2025,Summer,Summer,2025,3.28,https://linkedin.com/in/student833,New York
834,SLU00834,First834,Last834,Female,1984-01-11,student834@slu.edu,+1-314-555-0834,Brazil,F1,0,AI,MS Artificial Intelligence,2020,Fall,Fall,2020,3.29,https://linkedin.com/in/student834,Seattle
835,SLU00835,First835,Last835,Female,1984-01-10,student835@slu.edu,+1-314-555-0835,Vietnam,GreenCard,1,ML,MS Machine Learning,2021,Spring,Spring,2021,3.30,https://linkedin.com/in/student835,Austin
836,SLU00836,First836,Last836,Female,1984-01-09,student836@slu.edu,+1-314-555-0836,Iran,Citizen,0,CYS,MS Cyber Security,2022,Summer,Summer,2022,3.31,https://linkedin.com/in/student836,Atlanta
837,SLU00837,First837,Last837,Female,1984-01-08,student837@slu.edu,+1-314-555-0837,Turkey,F1,1,BA,MS Business Analytics,2023,Fall,Fall,2023,3.32,https://linkedin.com/in/student837,San Jose
838,SLU00838,First838,Last838,Female,1984-01-07,student838@slu.edu,+1-314-555-0838,Kenya,GreenCard,0,DA,MS Data Analytics,2024,Spring,Spring,2024,3.33,https://linkedin.com/in/student838,Boston
839,SLU00839,First839,Last839,Female,1984-01-06,student839@slu.edu,+1-314-555-0839,Mexico,Citizen,1,ST,MS Statistics,2025,Summer,Summer,2025,3.34,https://linkedin.com/in/student839,Phoenix
840,SLU00840,First840,Last840,Female,1984-01-05,student840@slu.edu,+1-314-555-0840,India,F1,0,CS,MS Computer Science,2020,Fall,Fall,2020,3.35,https://linkedin.com/in/student840,St. Louis
841,SLU00841,First841,Last841,Female,1984-01-04,student841@slu.edu,+1-314-555-0841,USA,GreenCard,1,IS,MS Information Systems,2021,Spring,Spring,2021,3.36,https://linkedin.com/in/student841,Chicago
842,SLU00842,First842,Last842,Female,1984-01-03,student842@slu.edu,+1-314-555-0842,China,Citizen,0,AI,MS Artificial Intelligence,2022,Summer,Summer,2022,3.37,https://linkedin.com/in/student842,Dallas
843,SLU00843,First843,Last843,Female,1984-01-02,student843@slu.edu,+1-314-555-0843,Nigeria,F1,1,ML,MS Machine Learning,2023,Fall,Fall,2023,3.38,https://linkedin.com/in/student843,New York
844,SLU00844,First844,Last844,Female,1984-01-01,student844@slu.edu,+1-314-555-0844,Brazil,GreenCard,0,CYS,MS Cyber Security,2024,Spring,Spring,2024,3.39,https://linkedin.com/in/student844,Seattle
845,SLU00845,First845,Last845,Female,1983-12-31,student845@slu.edu,+1-314-555-0845,Vietnam,Citizen,1,BA,MS Business Analytics,2025,Summer,Summer,2025,3.40,https://linkedin.com/in/student845,Austin
846,SLU00846,First846,Last846,Female,1983-12-30,student846@slu.edu,+1-314-555-0846,Iran,F1,0,DA,MS Data Analytics,2020,Fall,Fall,2020,3.41,https://linkedin.com/in/student846,Atlanta
847,SLU00847,First847,Last847,Female,1983-12-29,student847@slu.edu,+1-314-555-0847,Turkey,GreenCard,1,ST,MS Statistics,2021,Spring,Spring,2021,3.42,https://linkedin.com/in/student847,San Jose
848,SLU00848,First848,Last848,Female,1983-12-28,student848@slu.edu,+1-314-555-0848,Kenya,Citizen,0,CS,MS Computer Science,2022,Summer,Summer,2022,3.43,https://linkedin.com/in/student848,Boston
849,SLU00849,First849,Last849,Female,1983-12-27,student849@slu.edu,+1-314-555-0849,Mexico,F1,1,IS,MS Information Systems,2023,Fall,Fall,2023,3.44,https://linkedin.com/in/student849,Phoenix
850,SLU00850,First850,Last850,Female,1983-12-26,student850@slu.edu,+1-314-555-0850,India,GreenCard,0,AI,MS Artificial Intelligence,2024,Spring,Spring,2024,3.45,https://linkedin.com/in/student850,St. Louis
851,SLU00851,First851,Last851,Female,1983-12-25,student851@slu.edu,+1-314-555-0851,USA,Citizen,1,ML,MS Machine Learning,2025,Summer,Summer,2025,3.46,https://linkedin.com/in/student851,Chicago
852,SLU00852,First852,Last852,Female,1983-12-24,student852@slu.edu,+1-314-555-0852,China,F1,0,CYS,MS Cyber Security,2020,Fall,Fall,2020,3.47,https://linkedin.com/in/student852,Dallas
853,SLU00853,First853,Last853,Female,1983-12-23,student853@slu.edu,+1-314-555-0853,Nigeria,GreenCard,1,BA,MS Business Analytics,2021,Spring,Spring,2021,3.48,https://linkedin.com/in/student853,New York
854,SLU00854,First854,Last854,Female,1983-12-22,student854@slu.edu,+1-314-555-0854,Brazil,Citizen,0,DA,MS Data Analytics,2022,Summer,Summer,2022,3.49,https://linkedin.com/in/student854,Seattle
855,SLU00855,First855,Last855,Female,1983-12-21,student855@slu.edu,+1-314-555-0855,Vietnam,F1,1,ST,MS Statistics,2023,Fall,Fall,2023,3.50,https://linkedin.com/in/student855,Austin
856,SLU00856,First856,Last856,Female,1983-12-20,student856@slu.edu,+1-314-555-0856,Iran,GreenCard,0,CS,MS Computer Science,2024,Spring,Spring,2024,3.51,https://linkedin.com/in/student856,Atlanta
857,SLU00857,First857,Last857,Female,1983-12-19,student857@slu.edu,+1-314-555-0857,Turkey,Citizen,1,IS,MS Information Systems,2025,Summer,Summer,2025,3.52,https://linkedin.com/in/student857,San Jose
858,SLU00858,First858,Last858,Female,1983-12-18,student858@slu.edu,+1-314-555-0858,Kenya,F1,0,AI,MS Artificial Intelligence,2020,Fall,Fall,2020,3.53,https://linkedin.com/in/student858,Boston
859,SLU00859,First859,Last859,Female,1983-12-17,student859@slu.edu,+1-314-555-0859,Mexico,GreenCard,1,ML,MS Machine Learning,2021,Spring,Spring,2021,3.54,https://linkedin.com/in/student859,Phoenix
860,SLU00860,First860,Last860,Female,1983-12-16,student860@slu.edu,+1-314-555-0860,India,Citizen,0,CYS,MS Cyber Security,2022,Summer,Summer,2022,3.55,https://linkedin.com/in/student860,St. Louis
861,SLU00861,First861,Last861,Female,1983-12-15,student861@slu.edu,+1-314-555-0861,USA,F1,1,BA,MS Business Analytics,2023,Fall,Fall,2023,3.56,https://linkedin.com/in/student861,Chicago
862,SLU00862,First862,Last862,Female,1983-12-14,student862@slu.edu,+1-314-555-0862,China,GreenCard,0,DA,MS Data Analytics,2024,Spring,Spring,2024,3.57,https://linkedin.com/in/student862,Dallas
863,SLU00863,First863,Last863,Female,1983-12-13,student863@slu.edu,+1-314-555-0863,Nigeria,Citizen,1,ST,MS Statistics,2025,Summer,Summer,2025,3.58,https://linkedin.com/in/student863,New York
864,SLU00864,First864,Last864,Female,1983-12-12,student864@slu.edu,+1-314-555-0864,Brazil,F1,0,CS,MS Computer Science,2020,Fall,Fall,2020,3.59,https://linkedin.com/in/student864,Seattle
865,SLU00865,First865,Last865,Female,1983-12-11,student865@slu.edu,+1-314-555-0865,Vietnam,GreenCard,1,IS,MS Information Systems,2021,Spring,Spring,2021,3.60,https://linkedin.com/in/student865,Austin
866,SLU00866,First866,Last866,Female,1983-12-10,student866@slu.edu,+1-314-555-0866,Iran,Citizen,0,AI,MS Artificial Intelligence,2022,Summer,Summer,2022,3.61,https://linkedin.com/in/student866,Atlanta
867,SLU00867,First867,Last867,Female,1983-12-09,student867@slu.edu,+1-314-555-0867,Turkey,F1,1,ML,MS Machine Learning,2023,Fall,Fall,2023,3.62,https://linkedin.com/in/student867,San Jose
868,SLU00868,First868,Last868,Female,1983-12-08,student868@slu.edu,+1-314-555-0868,Kenya,GreenCard,0,CYS,MS Cyber Security,2024,Spring,Spring,2024,3.63,https://linkedin.com/in/student868,Boston
869,SLU00869,First869,Last869,Female,1983-12-07,student869@slu.edu,+1-314-555-0869,Mexico,Citizen,1,BA,MS Business Analytics,2025,Summer,Summer,2025,3.64,https://linkedin.com/in/student869,Phoenix
870,SLU00870,First870,Last870,Female,1983-12-06,student870@slu.edu,+1-314-555-0870,India,F1,0,DA,MS Data Analytics,2020,Fall,Fall,2020,3.65,https://linkedin.com/in/student870,St. Louis
871,SLU00871,First871,Last871,Female,1983-12-05,student871@slu.edu,+1-314-555-0871,USA,GreenCard,1,ST,MS Statistics,2021,Spring,Spring,2021,3.66,https://linkedin.com/in/student871,Chicago
872,SLU00872,First872,Last872,Female,1983-12-04,student872@slu.edu,+1-314-555-0872,China,Citizen,0,CS,MS Computer Science,2022,Summer,Summer,2022,3.67,https://linkedin.com/in/student872,Dallas
873,SLU00873,First873,Last873,Female,1983-12-03,student873@slu.edu,+1-314-555-0873,Nigeria,F1,1,IS,MS Information Systems,2023,Fall,Fall,2023,3.68,https://linkedin.com/in/student873,New York
874,SLU00874,First874,Last874,Female,1983-12-02,student874@slu.edu,+1-314-555-0874,Brazil,GreenCard,0,AI,MS Artificial Intelligence,2024,Spring,Spring,2024,3.69,https://linkedin.com/in/student874,Seattle
875,SLU00875,First875,Last875,Female,1983-12-01,student875@slu.edu,+1-314-555-0875,Vietnam,Citizen,1,ML,MS Machine Learning,2025,Summer,Summer,2025,3.70,https://linkedin.com/in/student875,Austin
876,SLU00876,First876,Last876,Female,1983-11-30,student876@slu.edu,+1-314-555-0876,Iran,F1,0,CYS,MS Cyber Security,2020,Fall,Fall,2020,3.71,https://linkedin.com/in/student876,Atlanta
877,SLU00877,First877,Last877,Female,1983-11-29,student877@slu.edu,+1-314-555-0877,Turkey,GreenCard,1,BA,MS Business Analytics,2021,Spring,Spring,2021,3.72,https://linkedin.com/in/student877,San Jose
878,SLU00878,First878,Last878,Female,1983-11-28,student878@slu.edu,+1-314-555-0878,Kenya,Citizen,0,DA,MS Data Analytics,2022,Summer,Summer,2022,3.73,https://linkedin.com/in/student878,Boston
879,SLU00879,First879,Last879,Female,1983-11-27,student879@slu.edu,+1-314-555-0879,Mexico,F1,1,ST,MS Statistics,2023,Fall,Fall,2023,3.74,https://linkedin.com/in/student879,Phoenix
880,SLU00880,First880,Last880,Female,1983-11-26,student880@slu.edu,+1-314-555-0880,India,GreenCard,0,CS,MS Computer Science,2024,Spring,Spring,2024,3.75,https://linkedin.com/in/student880,St. Louis
881,SLU00881,First881,Last881,Female,1983-11-25,student881@slu.edu,+1-314-555-0881,USA,Citizen,1,IS,MS Information Systems,2025,Summer,Summer,2025,3.76,https://linkedin.com/in/student881,Chicago
882,SLU00882,First882,Last882,Female,1983-11-24,student882@slu.edu,+1-314-555-0882,China,F1,0,AI,MS Artificial Intelligence,2020,Fall,Fall,2020,3.77,https://linkedin.com/in/student882,Dallas
883,SLU00883,First883,Last883,Female,1983-11-23,student883@slu.edu,+1-314-555-0883,Nigeria,GreenCard,1,ML,MS Machine Learning,2021,Spring,Spring,2021,3.78,https://linkedin.com/in/student883,New York
