contact_key,contact_employee_id,employer_key,first_name,last_name,title,email,phone,linkedin_url,department,role_type,is_alumni_flag,alumni_student_key,relationship_start_date,relationship_status,preferred_contact_method,notes,created_at,updated_at,source
740,E740-C740,740,ContactFirst740,ContactLast740,"Talent Partner",contact740@company740.com,+1-636-555-0740,https://linkedin.com/in/contact740,Engineering,Recruiter,0,740,2022-01-10,DoNotContact,Email,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",CareerFair
741,E741-C741,741,ContactFirst741,ContactLast741,"Engineering Manager",contact741@company741.com,+1-636-555-0741,https://linkedin.com/in/contact741,Data,HiringManager,1,741,2022-01-11,Active,Phone,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Referral
742,E742-C742,742,ContactFirst742,ContactLast742,"Data Manager",contact742@company742.com,+1-636-555-0742,https://linkedin.com/in/contact742,IT,Alumni,0,742,2022-01-12,Dormant,LinkedIn,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Cold
743,E743-C743,743,ContactFirst743,ContactLast743,"Director HR",contact743@company743.com,+1-636-555-0743,https://linkedin.com/in/contact743,Operations,HR,1,743,2022-01-13,DoNotContact,Other,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Event
744,E744-C744,744,ContactFirst744,ContactLast744,Recruiter,contact744@company744.com,+1-636-555-0744,https://linkedin.com/in/contact744,HR,Other,0,744,2022-01-14,Active,Email,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Other
745,E745-C745,745,ContactFirst745,ContactLast745,"Sr Recruiter",contact745@company745.com,+1-636-555-0745,https://linkedin.com/in/contact745,TA,Recruiter,1,745,2022-01-15,Dormant,Phone,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",CareerFair
746,E746-C746,746,ContactFirst746,ContactLast746,"Talent Partner",contact746@company746.com,+1-636-555-0746,https://linkedin.com/in/contact746,Engineering,HiringManager,0,746,2022-01-16,DoNotContact,LinkedIn,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Referral
747,E747-C747,747,ContactFirst747,ContactLast747,"Engineering Manager",contact747@company747.com,+1-636-555-0747,https://linkedin.com/in/contact747,Data,Alumni,1,747,2022-01-17,Active,Other,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Cold
748,E748-C748,748,ContactFirst748,ContactLast748,"Data Manager",contact748@company748.com,+1-636-555-0748,https://linkedin.com/in/contact748,IT,HR,0,748,2022-01-18,Dormant,Email,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Event
749,E749-C749,749,ContactFirst749,ContactLast749,"Director HR",contact749@company749.com,+1-636-555-0749,https://linkedin.com/in/contact749,Operations,Other,1,749,2022-01-19,DoNotContact,Phone,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Other
750,E750-C750,750,ContactFirst750,ContactLast750,Recruiter,contact750@company750.com,+1-636-555-0750,https://linkedin.com/in/contact750,HR,Recruiter,0,750,2022-01-20,Active,LinkedIn,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",CareerFair
751,E751-C751,751,ContactFirst751,ContactLast751,"Sr Recruiter",contact751@company751.com,+1-636-555-0751,https://linkedin.com/in/contact751,TA,HiringManager,1,751,2022-01-21,Dormant,Other,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Referral
752,E752-C752,752,ContactFirst752,ContactLast752,"Talent Partner",contact752@company752.com,+1-636-555-0752,https://linkedin.com/in/contact752,Engineering,Alumni,0,752,2022-01-22,DoNotContact,Email,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Cold
753,E753-C753,753,ContactFirst753,ContactLast753,"Engineering Manager",contact753@company753.com,+1-636-555-0753,https://linkedin.com/in/contact753,Data,HR,1,753,2022-01-23,Active,Phone,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Event
754,E754-C754,754,ContactFirst754,ContactLast754,"Data Manager",contact754@company754.com,+1-636-555-0754,https://linkedin.com/in/contact754,IT,Other,0,754,2022-01-24,Dormant,LinkedIn,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Other
755,E755-C755,755,ContactFirst755,ContactLast755,"Director HR",contact755@company755.com,+1-636-555-0755,https://linkedin.com/in/contact755,Operations,Recruiter,1,755,2022-01-25,DoNotContact,Other,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",CareerFair
756,E756-C756,756,ContactFirst756,ContactLast756,Recruiter,contact756@company756.com,+1-636-555-0756,https://linkedin.com/in/contact756,HR,HiringManager,0,756,2022-01-26,Active,Email,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Referral
757,E757-C757,757,ContactFirst757,ContactLast757,"Sr Recruiter",contact757@company757.com,+1-636-555-0757,https://linkedin.com/in/contact757,TA,Alumni,1,757,2022-01-27,Dormant,Phone,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Cold
758,E758-C758,758,ContactFirst758,ContactLast758,"Talent Partner",contact758@company758.com,+1-636-555-0758,https://linkedin.com/in/contact758,Engineering,HR,0,758,2022-01-28,DoNotContact,LinkedIn,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Event
759,E759-C759,759,ContactFirst759,ContactLast759,"Engineering Manager",contact759@company759.com,+1-636-555-0759,https://linkedin.com/in/contact759,Data,Other,1,759,2022-01-29,Active,Other,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Other
760,E760-C760,760,ContactFirst760,ContactLast760,"Data Manager",contact760@company760.com,+1-636-555-0760,https://linkedin.com/in/contact760,IT,Recruiter,0,760,2022-01-30,Dormant,Email,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",CareerFair
761,E761-C761,761,ContactFirst761,ContactLast761,"Director HR",contact761@company761.com,+1-636-555-0761,https://linkedin.com/in/contact761,Operations,HiringManager,1,761,2022-01-31,DoNotContact,Phone,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Referral
762,E762-C762,762,ContactFirst762,ContactLast762,Recruiter,contact762@company762.com,+1-636-555-0762,https://linkedin.com/in/contact762,HR,Alumni,0,762,2022-02-01,Active,LinkedIn,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Cold
763,E763-C763,763,ContactFirst763,ContactLast763,"Sr Recruiter",contact763@company763.com,+1-636-555-0763,https://linkedin.com/in/contact763,TA,HR,1,763,2022-02-02,Dormant,Other,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Event
764,E764-C764,764,ContactFirst764,ContactLast764,"Talent Partner",contact764@company764.com,+1-636-555-0764,https://linkedin.com/in/contact764,Engineering,Other,0,764,2022-02-03,DoNotContact,Email,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Other
765,E765-C765,765,ContactFirst765,ContactLast765,"Engineering Manager",contact765@company765.com,+1-636-555-0765,https://linkedin.com/in/contact765,Data,Recruiter,1,765,2022-02-04,Active,Phone,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",CareerFair
766,E766-C766,766,ContactFirst766,ContactLast766,"Data Manager",contact766@company766.com,+1-636-555-0766,https://linkedin.com/in/contact766,IT,HiringManager,0,766,2022-02-05,Dormant,LinkedIn,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Referral
767,E767-C767,767,ContactFirst767,ContactLast767,"Director HR",contact767@company767.com,+1-636-555-0767,https://linkedin.com/in/contact767,Operations,Alumni,1,767,2022-02-06,DoNotContact,Other,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Cold
768,E768-C768,768,ContactFirst768,ContactLast768,Recruiter,contact768@company768.com,+1-636-555-0768,https://linkedin.com/in/contact768,HR,HR,0,768,2022-02-07,Active,Email,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Event
769,E769-C769,769,ContactFirst769,ContactLast769,"Sr Recruiter",contact769@company769.com,+1-636-555-0769,https://linkedin.com/in/contact769,TA,Other,1,769,2022-02-08,Dormant,Phone,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Other
770,E770-C770,770,ContactFirst770,ContactLast770,"Talent Partner",contact770@company770.com,+1-636-555-0770,https://linkedin.com/in/contact770,Engineering,Recruiter,0,770,2022-02-09,DoNotContact,LinkedIn,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",CareerFair
771,E771-C771,771,ContactFirst771,ContactLast771,"Engineering Manager",contact771@company771.com,+1-636-555-0771,https://linkedin.com/in/contact771,Data,HiringManager,1,771,2022-02-10,Active,Other,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Referral
772,E772-C772,772,ContactFirst772,ContactLast772,"Data Manager",contact772@company772.com,+1-636-555-0772,https://linkedin.com/in/contact772,IT,Alumni,0,772,2022-02-11,Dormant,Email,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Cold
773,E773-C773,773,ContactFirst773,ContactLast773,"Director HR",contact773@company773.com,+1-636-555-0773,https://linkedin.com/in/contact773,Operations,HR,1,773,2022-02-12,DoNotContact,Phone,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Event
774,E774-C774,774,ContactFirst774,ContactLast774,Recruiter,contact774@company774.com,+1-636-555-0774,https://linkedin.com/in/contact774,HR,Other,0,774,2022-02-13,Active,LinkedIn,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Other
775,E775-C775,775,ContactFirst775,ContactLast775,"Sr Recruiter",contact775@company775.com,+1-636-555-0775,https://linkedin.com/in/contact775,TA,Recruiter,1,775,2022-02-14,Dormant,Other,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",CareerFair
776,E776-C776,776,ContactFirst776,ContactLast776,"Talent Partner",contact776@company776.com,+1-636-555-0776,https://linkedin.com/in/contact776,Engineering,HiringManager,0,776,2022-02-15,DoNotContact,Email,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Referral
777,E777-C777,777,ContactFirst777,ContactLast777,"Engineering Manager",contact777@company777.com,+1-636-555-0777,https://linkedin.com/in/contact777,Data,Alumni,1,777,2022-02-16,Active,Phone,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Cold
778,E778-C778,778,ContactFirst778,ContactLast778,"Data Manager",contact778@company778.com,+1-636-555-0778,https://linkedin.com/in/contact778,IT,HR,0,778,2022-02-17,Dormant,LinkedIn,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Event
779,E779-C779,779,ContactFirst779,ContactLast779,"Director HR",contact779@company779.com,+1-636-555-0779,https://linkedin.com/in/contact779,Operations,Other,1,779,2022-02-18,DoNotContact,Other,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Other
780,E780-C780,780,ContactFirst780,ContactLast780,Recruiter,contact780@company780.com,+1-636-555-0780,https://linkedin.com/in/contact780,HR,Recruiter,0,780,2022-02-19,Active,Email,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",CareerFair
781,E781-C781,781,ContactFirst781,ContactLast781,"Sr Recruiter",contact781@company781.com,+1-636-555-0781,https://linkedin.com/in/contact781,TA,HiringManager,1,781,2022-02-20,Dormant,Phone,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Referral
782,E782-C782,782,ContactFirst782,ContactLast782,"Talent Partner",contact782@company782.com,+1-636-555-0782,https://linkedin.com/in/contact782,Engineering,Alumni,0,782,2022-02-21,DoNotContact,LinkedIn,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Cold
783,E783-C783,783,ContactFirst783,ContactLast783,"Engineering Manager",contact783@company783.com,+1-636-555-0783,https://linkedin.com/in/contact783,Data,HR,1,783,2022-02-22,Active,Other,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Event
784,E784-C784,784,ContactFirst784,ContactLast784,"Data Manager",contact784@company784.com,+1-636-555-0784,https://linkedin.com/in/contact784,IT,Other,0,784,2022-02-23,Dormant,Email,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Other
785,E785-C785,785,ContactFirst785,ContactLast785,"Director HR",contact785@company785.com,+1-636-555-0785,https://linkedin.com/in/contact785,Operations,Recruiter,1,785,2022-02-24,DoNotContact,Phone,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",CareerFair
786,E786-C786,786,ContactFirst786,ContactLast786,Recruiter,contact786@company786.com,+1-636-555-0786,https://linkedin.com/in/contact786,HR,HiringManager,0,786,2022-02-25,Active,LinkedIn,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Referral
787,E787-C787,787,ContactFirst787,ContactLast787,"Sr Recruiter",contact787@company787.com,+1-636-555-0787,https://linkedin.com/in/contact787,TA,Alumni,1,787,2022-02-26,Dormant,Other,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Cold
788,E788-C788,788,ContactFirst788,ContactLast788,"Talent Partner",contact788@company788.com,+1-636-555-0788,https://linkedin.com/in/contact788,Engineering,HR,0,788,2022-02-27,DoNotContact,Email,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Event
789,E789-C789,789,ContactFirst789,ContactLast789,"Engineering Manager",contact789@company789.com,+1-636-555-0789,https://linkedin.com/in/contact789,Data,Other,1,789,2022-02-28,Active,Phone,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Other
790,E790-C790,790,ContactFirst790,ContactLast790,"Data Manager",contact790@company790.com,+1-636-555-0790,https://linkedin.com/in/contact790,IT,Recruiter,0,790,2022-03-01,Dormant,LinkedIn,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",CareerFair
791,E791-C791,791,ContactFirst791,ContactLast791,"Director HR",contact791@company791.com,+1-636-555-0791,https://linkedin.com/in/contact791,Operations,HiringManager,1,791,2022-03-02,DoNotContact,Other,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Referral
792,E792-C792,792,ContactFirst792,ContactLast792,Recruiter,contact792@company792.com,+1-636-555-0792,https://linkedin.com/in/contact792,HR,Alumni,0,792,2022-03-03,Active,Email,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Cold
793,E793-C793,793,ContactFirst793,ContactLast793,"Sr Recruiter",contact793@company793.com,+1-636-555-0793,https://linkedin.com/in/contact793,TA,HR,1,793,2022-03-04,Dormant,Phone,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Event
794,E794-C794,794,ContactFirst794,ContactLast794,"Talent Partner",contact794@company794.com,+1-636-555-0794,https://linkedin.com/in/contact794,Engineering,Other,0,794,2022-03-05,DoNotContact,LinkedIn,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Other
795,E795-C795,795,ContactFirst795,ContactLast795,"Engineering Manager",contact795@company795.com,+1-636-555-0795,https://linkedin.com/in/contact795,Data,Recruiter,1,795,2022-03-06,Active,Other,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",CareerFair
796,E796-C796,796,ContactFirst796,ContactLast796,"Data Manager",contact796@company796.com,+1-636-555-0796,https://linkedin.com/in/contact796,IT,HiringManager,0,796,2022-03-07,Dormant,Email,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Referral
797,E797-C797,797,ContactFirst797,ContactLast797,"Director HR",contact797@company797.com,+1-636-555-0797,https://linkedin.com/in/contact797,Operations,Alumni,1,797,2022-03-08,DoNotContact,Phone,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Cold
798,E798-C798,798,ContactFirst798,ContactLast798,Recruiter,contact798@company798.com,+1-636-555-0798,https://linkedin.com/in/contact798,HR,HR,0,798,2022-03-09,Active,LinkedIn,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Event
799,E799-C799,799,ContactFirst799,ContactLast799,"Sr Recruiter",contact799@company799.com,+1-636-555-0799,https://linkedin.com/in/contact799,TA,Other,1,799,2022-03-10,Dormant,Other,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Other
800,E800-C800,800,ContactFirst800,ContactLast800,"Talent Partner",contact800@company800.com,+1-636-555-0800,https://linkedin.com/in/contact800,Engineering,Recruiter,0,800,2022-03-11,DoNotContact,Email,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",CareerFair
801,E801-C801,801,ContactFirst801,ContactLast801,"Engineering Manager",contact801@company801.com,+1-636-555-0801,https://linkedin.com/in/contact801,Data,HiringManager,1,801,2022-03-12,Active,Phone,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Referral
802,E802-C802,802,ContactFirst802,ContactLast802,"Data Manager",contact802@company802.com,+1-636-555-0802,https://linkedin.com/in/contact802,IT,Alumni,0,802,2022-03-13,Dormant,LinkedIn,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Cold
803,E803-C803,803,ContactFirst803,ContactLast803,"Director HR",contact803@company803.com,+1-636-555-0803,https://linkedin.com/in/contact803,Operations,HR,1,803,2022-03-14,DoNotContact,Other,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Event
804,E804-C804,804,ContactFirst804,ContactLast804,Recruiter,contact804@company804.com,+1-636-555-0804,https://linkedin.com/in/contact804,HR,Other,0,804,2022-03-15,Active,Email,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Other
805,E805-C805,805,ContactFirst805,ContactLast805,"Sr Recruiter",contact805@company805.com,+1-636-555-0805,https://linkedin.com/in/contact805,TA,Recruiter,1,805,2022-03-16,Dormant,Phone,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",CareerFair
806,E806-C806,806,ContactFirst806,ContactLast806,"Talent Partner",contact806@company806.com,+1-636-555-0806,https://linkedin.com/in/contact806,Engineering,HiringManager,0,806,2022-03-17,DoNotContact,LinkedIn,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Referral
807,E807-C807,807,ContactFirst807,ContactLast807,"Engineering Manager",contact807@company807.com,+1-636-555-0807,https://linkedin.com/in/contact807,Data,Alumni,1,807,2022-03-18,Active,Other,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Cold
808,E808-C808,808,ContactFirst808,ContactLast808,"Data Manager",contact808@company808.com,+1-636-555-0808,https://linkedin.com/in/contact808,IT,HR,0,808,2022-03-19,Dormant,Email,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Event
809,E809-C809,809,ContactFirst809,ContactLast809,"Director HR",contact809@company809.com,+1-636-555-0809,https://linkedin.com/in/contact809,Operations,Other,1,809,2022-03-20,DoNotContact,Phone,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Other
810,E810-C810,810,ContactFirst810,ContactLast810,Recruiter,contact810@company810.com,+1-636-555-0810,https://linkedin.com/in/contact810,HR,Recruiter,0,810,2022-03-21,Active,LinkedIn,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",CareerFair
811,E811-C811,811,ContactFirst811,ContactLast811,"Sr Recruiter",contact811@company811.com,+1-636-555-0811,https://linkedin.com/in/contact811,TA,HiringManager,1,811,2022-03-22,Dormant,Other,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Referral
812,E812-C812,812,ContactFirst812,ContactLast812,"Talent Partner",contact812@company812.com,+1-636-555-0812,https://linkedin.com/in/contact812,Engineering,Alumni,0,812,2022-03-23,DoNotContact,Email,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Cold
813,E813-C813,813,ContactFirst813,ContactLast813,"Engineering Manager",contact813@company813.com,+1-636-555-0813,https://linkedin.com/in/contact813,Data,HR,1,813,2022-03-24,Active,Phone,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Event
814,E814-C814,814,ContactFirst814,ContactLast814,"Data Manager",contact814@company814.com,+1-636-555-0814,https://linkedin.com/in/contact814,IT,Other,0,814,2022-03-25,Dormant,LinkedIn,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Other
815,E815-C815,815,ContactFirst815,ContactLast815,"Director HR",contact815@company815.com,+1-636-555-0815,https://linkedin.com/in/contact815,Operations,Recruiter,1,815,2022-03-26,DoNotContact,Other,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",CareerFair
816,E816-C816,816,ContactFirst816,ContactLast816,Recruiter,contact816@company816.com,+1-636-555-0816,https://linkedin.com/in/contact816,HR,HiringManager,0,816,2022-03-27,Active,Email,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Referral
817,E817-C817,817,ContactFirst817,ContactLast817,"Sr Recruiter",contact817@company817.com,+1-636-555-0817,https://linkedin.com/in/contact817,TA,Alumni,1,817,2022-03-28,Dormant,Phone,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Cold
818,E818-C818,818,ContactFirst818,ContactLast818,"Talent Partner",contact818@company818.com,+1-636-555-0818,https://linkedin.com/in/contact818,Engineering,HR,0,818,2022-03-29,DoNotContact,LinkedIn,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Event
819,E819-C819,819,ContactFirst819,ContactLast819,"Engineering Manager",contact819@company819.com,+1-636-555-0819,https://linkedin.com/in/contact819,Data,Other,1,819,2022-03-30,Active,Other,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Other
820,E820-C820,820,ContactFirst820,ContactLast820,"Data Manager",contact820@company820.com,+1-636-555-0820,https://linkedin.com/in/contact820,IT,Recruiter,0,820,2022-03-31,Dormant,Email,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",CareerFair
821,E821-C821,821,ContactFirst821,ContactLast821,"Director HR",contact821@company821.com,+1-636-555-0821,https://linkedin.com/in/contact821,Operations,HiringManager,1,821,2022-04-01,DoNotContact,Phone,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Referral
822,E822-C822,822,ContactFirst822,ContactLast822,Recruiter,contact822@company822.com,+1-636-555-0822,https://linkedin.com/in/contact822,HR,Alumni,0,822,2022-04-02,Active,LinkedIn,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Cold
823,E823-C823,823,ContactFirst823,ContactLast823,"Sr Recruiter",contact823@company823.com,+1-636-555-0823,https://linkedin.com/in/contact823,TA,HR,1,823,2022-04-03,Dormant,Other,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Event
824,E824-C824,824,ContactFirst824,ContactLast824,"Talent Partner",contact824@company824.com,+1-636-555-0824,https://linkedin.com/in/contact824,Engineering,Other,0,824,2022-04-04,DoNotContact,Email,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",Other
825,E825-C825,825,ContactFirst825,ContactLast825,"Engineering Manager",contact825@company825.com,+1-636-555-0825,https://linkedin.com/in/contact825,Data,Recruiter,1,825,2022-04-05,Active,Phone,"No notes","2025-11-07 07:53:58","2025-11-07 07:53:58",CareerFair
826,E826-C826,826,ContactFirst826,ContactLast826,"Data Manager",contact826@company826.com,+1-636-555-0826,https://linkedin.com/in/contact826,IT,HiringManager,0,826,2022-04-06,Dormant,LinkedIn,"No notes","2025-11-07 07:53:59","2025-11-07 07:53:59",Referral
827,E827-C827,827,ContactFirst827,ContactLast827,"Director HR",contact827@company827.com,+1-636-555-0827,https://linkedin.com/in/contact827,Operations,Alumni,1,827,2022-04-07,DoNotContact,Other,"No notes","2025-11-07 07:53:59","2025-11-07 07:53:59",Cold
828,E828-C828,828,ContactFirst828,ContactLast828,Recruiter,contact828@company828.com,+1-636-555-0828,https://linkedin.com/in/contact828,HR,HR,0,828,2022-04-08,Active,Email,"No notes","2025-11-07 07:53:59","2025-11-07 07:53:59",Event
829,E829-C829,829,ContactFirst829,ContactLast829,"Sr Recruiter",contact829@company829.com,+1-636-555-0829,https://linkedin.com/in/contact829,TA,Other,1,829,2022-04-09,Dormant,Phone,"No notes","2025-11-07 07:53:59","2025-11-07 07:53:59",Other
830,E830-C830,830,ContactFirst830,ContactLast830,"Talent Partner",contact830@company830.com,+1-636-555-0830,https://linkedin.com/in/contact830,Engineering,Recruiter,0,830,2022-04-10,DoNotContact,LinkedIn,"No notes","2025-11-07 07:53:59","2025-11-07 07:53:59",CareerFair
831,E831-C831,831,ContactFirst831,ContactLast831,"Engineering Manager",contact831@company831.com,+1-636-555-0831,https://linkedin.com/in/contact831,Data,HiringManager,1,831,2022-04-11,Active,Other,"No notes","2025-11-07 07:53:59","2025-11-07 07:53:59",Referral
832,E832-C832,832,ContactFirst832,ContactLast832,"Data Manager",contact832@company832.com,+1-636-555-0832,https://linkedin.com/in/contact832,IT,Alumni,0,832,2022-04-12,Dormant,Email,"No notes","2025-11-07 07:53:59","2025-11-07 07:53:59",Cold
833,E833-C833,833,ContactFirst833,ContactLast833,"Director HR",contact833@company833.com,+1-636-555-0833,https://linkedin.com/in/contact833,Operations,HR,1,833,2022-04-13,DoNotContact,Phone,"No notes","2025-11-07 07:53:59","2025-11-07 07:53:59",Event
834,E834-C834,834,ContactFirst834,ContactLast834,Recruiter,contact834@company834.com,+1-636-555-0834,https://linkedin.com/in/contact834,HR,Other,0,834,2022-04-14,Active,LinkedIn,"No notes","2025-11-07 07:53:59","2025-11-07 07:53:59",Other
835,E835-C835,835,ContactFirst835,ContactLast835,"Sr Recruiter",contact835@company835.com,+1-636-555-0835,https://linkedin.com/in/contact835,TA,Recruiter,1,835,2022-04-15,Dormant,Other,"No notes","2025-11-07 07:53:59","2025-11-07 07:53:59",CareerFair
836,E836-C836,836,ContactFirst836,ContactLast836,"Talent Partner",contact836@company836.com,+1-636-555-0836,https://linkedin.com/in/contact836,Engineering,HiringManager,0,836,2022-04-16,DoNotContact,Email,"No notes","2025-11-07 07:53:59","2025-11-07 07:53:59",Referral
837,E837-C837,837,ContactFirst837,ContactLast837,"Engineering Manager",contact837@company837.com,+1-636-555-0837,https://linkedin.com/in/contact837,Data,Alumni,1,837,2022-04-17,Active,Phone,"No notes","2025-11-07 07:53:59","2025-11-07 07:53:59",Cold
838,E838-C838,838,ContactFirst838,ContactLast838,"Data Manager",contact838@company838.com,+1-636-555-0838,https://linkedin.com/in/contact838,IT,HR,0,838,2022-04-18,Dormant,LinkedIn,"No notes","2025-11-07 07:53:59","2025-11-07 07:53:59",Event
839,E839-C839,839,ContactFirst839,ContactLast839,"Director HR",contact839@company839.com,+1-636-555-0839,https://linkedin.com/in/contact839,Operations,Other,1,839,2022-04-19,DoNotContact,Other,"No notes","2025-11-07 07:53:59","2025-11-07 07:53:59",Other
840,E840-C840,840,ContactFirst840,ContactLast840,Recruiter,contact840@company840.com,+1-636-555-0840,https://linkedin.com/in/contact840,HR,Recruiter,0,840,2022-04-20,Active,Email,"No notes","2025-11-07 07:53:59","2025-11-07 07:53:59",CareerFair
841,E841-C841,841,ContactFirst841,ContactLast841,"Sr Recruiter",contact841@company841.com,+1-636-555-0841,https://linkedin.com/in/contact841,TA,HiringManager,1,841,2022-04-21,Dormant,Phone,"No notes","2025-11-07 07:53:59","2025-11-07 07:53:59",Referral
842,E842-C842,842,ContactFirst842,ContactLast842,"Talent Partner",contact842@company842.com,+1-636-555-0842,https://linkedin.com/in/contact842,Engineering,Alumni,0,842,2022-04-22,DoNotContact,LinkedIn,"No notes","2025-11-07 07:53:59","2025-11-07 07:53:59",Cold
843,E843-C843,843,ContactFirst843,ContactLast843,"Engineering Manager",contact843@company843.com,+1-636-555-0843,https://linkedin.com/in/contact843,Data,HR,1,843,2022-04-23,Active,Other,"No notes","2025-11-07 07:53:59","2025-11-07 07:53:59",Event
844,E844-C844,844,ContactFirst844,ContactLast844,"Data Manager",contact844@company844.com,+1-636-555-0844,https://linkedin.com/in/contact844,IT,Other,0,844,2022-04-24,Dormant,Email,"No notes","2025-11-07 07:53:59","2025-11-07 07:53:59",Other
845,E845-C845,845,ContactFirst845,ContactLast845,"Director HR",contact845@company845.com,+1-636-555-0845,https://linkedin.com/in/contact845,Operations,Recruiter,1,845,2022-04-25,DoNotContact,Phone,"No notes","2025-11-07 07:53:59","2025-11-07 07:53:59",CareerFair
